Departure datetime,Arrival datetime,Origin,Destination,Airline(s),Travel Time,Price ($),Num Stops,Layover,Access Date,CO2 Emission (kg),Emission Diff (%)
2024-06-03 06:05:00,2024-06-03 08:21:00,CAI,JED,Price unavailable,2 hr 16 min,,0,,2024-05-27,114.0,0.0
2024-06-04 09:45:00,2024-06-04 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-04 23:35:00,2024-06-05 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-04 09:25:00,2024-06-04 11:50:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-04 14:05:00,2024-06-04 16:20:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-04 21:15:00,2024-06-05 00:00:00,CAI,JED,Flyadeal,2 hr 45 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-04 01:15:00,2024-06-04 03:40:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-04 15:35:00,2024-06-04 18:00:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-04 18:10:00,2024-06-04 20:35:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-04 19:05:00,2024-06-04 21:30:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-04 22:00:00,2024-06-05 00:25:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-04 14:55:00,2024-06-04 17:05:00,CAI,JED,FlyEgypt,2 hr 10 min,97.0,0,,2024-05-27,117.0,0.0
2024-06-04 11:25:00,2024-06-04 13:45:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,115.0,0.0
2024-06-04 04:20:00,2024-06-04 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,115.0,0.0
2024-06-04 19:10:00,2024-06-04 21:30:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,115.0,0.0
2024-06-04 12:45:00,2024-06-04 15:00:00,CAI,JED,Nile Air,2 hr 15 min,116.0,0,,2024-05-27,122.0,6.0
2024-06-04 06:00:00,2024-06-04 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,129.0,0,,2024-05-27,117.0,0.0
2024-06-04 06:15:00,2024-06-04 08:30:00,CAI,JED,Nile Air,2 hr 15 min,136.0,0,,2024-05-27,110.0,0.0
2024-06-04 00:25:00,2024-06-04 02:40:00,CAI,JED,Nile Air,2 hr 15 min,140.0,0,,2024-05-27,121.0,0.0
2024-06-04 00:55:00,2024-06-04 03:15:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 03:45:00,2024-06-04 06:05:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 12:40:00,2024-06-04 15:00:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 15:10:00,2024-06-04 17:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 16:10:00,2024-06-04 18:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 17:50:00,2024-06-04 20:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 20:50:00,2024-06-04 23:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,118.0,0.0
2024-06-04 23:05:00,2024-06-05 01:25:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-04 04:20:00,2024-06-04 06:35:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-04 04:40:00,2024-06-04 07:10:00,CAI,JED,Price unavailable,2 hr 30 min,,0,,2024-05-27,114.0,0.0
2024-06-05 09:45:00,2024-06-05 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-05 23:35:00,2024-06-06 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-05 09:25:00,2024-06-05 11:50:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-05 10:00:00,2024-06-05 12:00:00,CAI,JED,Price unavailable,2 hr,,0,,2024-05-27,163.0,42.0
2024-06-05 11:35:00,2024-06-05 13:50:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-05 01:15:00,2024-06-05 03:40:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-05 15:35:00,2024-06-05 18:00:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-05 18:10:00,2024-06-05 20:35:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-05 19:05:00,2024-06-05 21:30:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-05 22:00:00,2024-06-06 00:25:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-05 06:00:00,2024-06-05 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-05 06:50:00,2024-06-05 09:10:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-05 18:35:00,2024-06-05 20:40:00,CAI,JED,FlyEgypt,2 hr 5 min,113.0,0,,2024-05-27,117.0,0.0
2024-06-05 05:40:00,2024-06-05 07:55:00,CAI,JED,Nile Air,2 hr 15 min,136.0,0,,2024-05-27,122.0,6.0
2024-06-05 04:00:00,2024-06-05 06:20:00,CAI,JED,Air Cairo,2 hr 20 min,136.0,0,,2024-05-27,115.0,0.0
2024-06-05 12:45:00,2024-06-05 15:00:00,CAI,JED,Nile Air,2 hr 15 min,140.0,0,,2024-05-27,122.0,6.0
2024-06-05 00:55:00,2024-06-05 03:15:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 03:45:00,2024-06-05 06:05:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 06:00:00,2024-06-05 08:20:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,118.0,0.0
2024-06-05 12:40:00,2024-06-05 15:00:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 15:10:00,2024-06-05 17:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 16:10:00,2024-06-05 18:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 17:50:00,2024-06-05 20:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 20:50:00,2024-06-05 23:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 23:05:00,2024-06-06 01:25:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-05 03:25:00,2024-06-05 05:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-05 06:30:00,2024-06-05 08:45:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-06 01:15:00,2024-06-06 03:40:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-06 09:25:00,2024-06-06 11:50:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-06 06:00:00,2024-06-06 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-06 10:20:00,2024-06-06 12:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-06 11:35:00,2024-06-06 13:50:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-06 15:35:00,2024-06-06 18:00:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-06 18:10:00,2024-06-06 20:35:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-06 19:05:00,2024-06-06 21:30:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-06 22:00:00,2024-06-07 00:25:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-06 03:45:00,2024-06-06 06:05:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,115.0,0.0
2024-06-06 18:55:00,2024-06-06 21:15:00,CAI,JED,Air Cairo,2 hr 20 min,118.0,0,,2024-05-27,113.0,0.0
2024-06-06 09:45:00,2024-06-06 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,136.0,0,,2024-05-27,110.0,0.0
2024-06-06 04:50:00,2024-06-06 07:05:00,CAI,JED,Nile Air,2 hr 15 min,140.0,0,,2024-05-27,122.0,6.0
2024-06-06 12:45:00,2024-06-06 15:00:00,CAI,JED,Nile Air,2 hr 15 min,145.0,0,,2024-05-27,110.0,0.0
2024-06-06 00:55:00,2024-06-06 03:15:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 03:45:00,2024-06-06 06:05:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 06:00:00,2024-06-06 08:20:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 12:40:00,2024-06-06 15:00:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 15:10:00,2024-06-06 17:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 16:10:00,2024-06-06 18:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 17:50:00,2024-06-06 20:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 20:50:00,2024-06-06 23:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 23:05:00,2024-06-07 01:25:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-06 23:35:00,2024-06-07 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,187.0,0,,2024-05-27,110.0,0.0
2024-06-06 04:05:00,2024-06-06 06:20:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-07 21:15:00,2024-06-08 00:00:00,CAI,JED,Flyadeal,2 hr 45 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-07 01:15:00,2024-06-07 03:40:00,CAI,JED,Flynas,2 hr 25 min,94.0,0,,2024-05-27,97.0,-16.0
2024-06-07 06:00:00,2024-06-07 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-07 10:20:00,2024-06-07 12:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-07 09:15:00,2024-06-07 11:30:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-07 15:35:00,2024-06-07 18:00:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-07 18:10:00,2024-06-07 20:35:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-07 22:00:00,2024-06-08 00:25:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-07 04:20:00,2024-06-07 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-07 09:25:00,2024-06-07 11:50:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-07 19:05:00,2024-06-07 21:30:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-07 20:10:00,2024-06-07 22:30:00,CAI,JED,Air Cairo,2 hr 20 min,118.0,0,,2024-05-27,113.0,0.0
2024-06-07 09:45:00,2024-06-07 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-07 23:35:00,2024-06-08 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-07 17:45:00,2024-06-07 19:55:00,CAI,JED,FlyEgypt,2 hr 10 min,123.0,0,,2024-05-27,117.0,0.0
2024-06-07 12:45:00,2024-06-07 15:00:00,CAI,JED,Nile Air,2 hr 15 min,145.0,0,,2024-05-27,122.0,6.0
2024-06-07 12:40:00,2024-06-07 15:00:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-07 16:30:00,2024-06-07 18:35:00,CAI,JED,Saudia,2 hr 5 min,157.0,0,,2024-05-27,128.0,11.0
2024-06-07 20:50:00,2024-06-07 23:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-07 23:05:00,2024-06-08 01:25:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-07 05:40:00,2024-06-07 07:55:00,CAI,JED,Nile Air,2 hr 15 min,181.0,0,,2024-05-27,122.0,6.0
2024-06-07 00:55:00,2024-06-07 03:15:00,CAI,JED,Saudia,2 hr 20 min,191.0,0,,2024-05-27,115.0,0.0
2024-06-07 06:00:00,2024-06-07 08:20:00,CAI,JED,Saudia,2 hr 20 min,191.0,0,,2024-05-27,115.0,0.0
2024-06-07 16:10:00,2024-06-07 18:30:00,CAI,JED,Saudia,2 hr 20 min,191.0,0,,2024-05-27,115.0,0.0
2024-06-07 17:50:00,2024-06-07 20:10:00,CAI,JED,Saudia,2 hr 20 min,191.0,0,,2024-05-27,118.0,0.0
2024-06-07 03:45:00,2024-06-07 06:05:00,CAI,JED,Saudia,2 hr 20 min,324.0,0,,2024-05-27,115.0,0.0
2024-06-07 15:10:00,2024-06-07 17:30:00,CAI,JED,Saudia,2 hr 20 min,446.0,0,,2024-05-27,458.0,298.0
2024-06-07 03:25:00,2024-06-07 05:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-07 18:25:00,2024-06-07 20:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-08 08:00:00,2024-06-08 10:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,101.0,0,,2024-05-27,117.0,0.0
2024-06-08 01:15:00,2024-06-08 03:40:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-08 04:20:00,2024-06-08 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,115.0,0.0
2024-06-08 18:25:00,2024-06-08 20:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-08 15:35:00,2024-06-08 18:00:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-08 11:15:00,2024-06-08 13:35:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-08 09:25:00,2024-06-08 11:50:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-08 18:10:00,2024-06-08 20:35:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-08 19:05:00,2024-06-08 21:30:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-08 22:00:00,2024-06-09 00:25:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-08 18:55:00,2024-06-08 21:05:00,CAI,JED,FlyEgypt,2 hr 10 min,123.0,0,,2024-05-27,117.0,0.0
2024-06-08 09:45:00,2024-06-08 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,128.0,0,,2024-05-27,110.0,0.0
2024-06-08 23:35:00,2024-06-09 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,128.0,0,,2024-05-27,110.0,0.0
2024-06-08 05:40:00,2024-06-08 07:55:00,CAI,JED,Nile Air,2 hr 15 min,155.0,0,,2024-05-27,122.0,6.0
2024-06-08 00:55:00,2024-06-08 03:15:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 03:45:00,2024-06-08 06:05:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 06:00:00,2024-06-08 08:20:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 12:40:00,2024-06-08 15:00:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
2024-06-08 15:10:00,2024-06-08 17:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 16:10:00,2024-06-08 18:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 17:50:00,2024-06-08 20:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 20:50:00,2024-06-08 23:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
2024-06-08 23:05:00,2024-06-09 01:25:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-08 03:25:00,2024-06-08 05:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-09 06:00:00,2024-06-09 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-09 04:20:00,2024-06-09 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-09 09:25:00,2024-06-09 11:50:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-09 15:30:00,2024-06-09 17:40:00,CAI,JED,FlyEgypt,2 hr 10 min,113.0,0,,2024-05-27,117.0,0.0
2024-06-09 13:00:00,2024-06-09 15:15:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-09 15:15:00,2024-06-09 17:15:00,CAI,JED,Price unavailable,2 hr,,0,,2024-05-27,163.0,42.0
2024-06-09 14:10:00,2024-06-09 16:30:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-09 20:05:00,2024-06-09 22:25:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-09 01:15:00,2024-06-09 03:40:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-09 15:35:00,2024-06-09 18:00:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-09 18:10:00,2024-06-09 20:35:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-09 03:50:00,2024-06-09 06:00:00,CAI,JED,FlyEgypt,2 hr 10 min,113.0,0,,2024-05-27,117.0,0.0
2024-06-09 19:05:00,2024-06-09 21:30:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-09 22:00:00,2024-06-10 00:25:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-09 09:45:00,2024-06-09 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,128.0,0,,2024-05-27,110.0,0.0
2024-06-09 23:35:00,2024-06-10 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,128.0,0,,2024-05-27,110.0,0.0
2024-06-09 12:45:00,2024-06-09 15:00:00,CAI,JED,Nile Air,2 hr 15 min,171.0,0,,2024-05-27,122.0,6.0
2024-06-09 00:55:00,2024-06-09 03:15:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 03:45:00,2024-06-09 06:05:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 06:00:00,2024-06-09 08:20:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 12:40:00,2024-06-09 15:00:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 15:10:00,2024-06-09 17:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 16:10:00,2024-06-09 18:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 17:50:00,2024-06-09 20:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 20:50:00,2024-06-09 23:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
2024-06-09 23:05:00,2024-06-10 01:25:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-09 05:45:00,2024-06-09 08:00:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,134.0,17.0
2024-06-10 06:00:00,2024-06-10 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,101.0,0,,2024-05-27,117.0,0.0
2024-06-10 09:25:00,2024-06-10 11:50:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-10 09:45:00,2024-06-10 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-10 11:15:00,2024-06-10 13:30:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-10 01:15:00,2024-06-10 03:40:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-10 19:05:00,2024-06-10 21:30:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-10 22:00:00,2024-06-11 00:25:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-10 15:35:00,2024-06-10 18:00:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-10 18:10:00,2024-06-10 20:35:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-10 21:15:00,2024-06-11 00:00:00,CAI,JED,Flyadeal,2 hr 45 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-10 23:35:00,2024-06-11 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-10 15:00:00,2024-06-10 17:10:00,CAI,JED,FlyEgypt,2 hr 10 min,123.0,0,,2024-05-27,117.0,0.0
2024-06-10 10:20:00,2024-06-10 12:40:00,CAI,JED,Air Cairo,2 hr 20 min,127.0,0,,2024-05-27,113.0,0.0
2024-06-10 18:55:00,2024-06-10 21:15:00,CAI,JED,Air Cairo,2 hr 20 min,127.0,0,,2024-05-27,115.0,0.0
2024-06-10 04:40:00,2024-06-10 06:55:00,CAI,JED,Nile Air,2 hr 15 min,155.0,0,,2024-05-27,110.0,0.0
2024-06-10 13:45:00,2024-06-10 16:00:00,CAI,JED,Nile Air,2 hr 15 min,160.0,0,,2024-05-27,122.0,6.0
2024-06-10 04:00:00,2024-06-10 06:20:00,CAI,JED,Air Cairo,2 hr 20 min,168.0,0,,2024-05-27,113.0,0.0
2024-06-10 00:55:00,2024-06-10 03:15:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 03:45:00,2024-06-10 06:05:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 06:00:00,2024-06-10 08:20:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 12:40:00,2024-06-10 15:00:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 15:10:00,2024-06-10 17:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 16:10:00,2024-06-10 18:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 17:50:00,2024-06-10 20:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-10 20:50:00,2024-06-10 23:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
